Sentiment,Clean_Text,label,sequence
neutral,ssh communications security corporation is headquartered in helsinki finland,1,"[1428, 299, 325, 73, 11, 368, 4, 58, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,ssh communications security corporation is headquartered in helsinki finland,1,"[1428, 299, 325, 73, 11, 368, 4, 58, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,ssh establishes new global sales and marketing group to be led by george adams adams establishes global sales and marketing group to drive worldwide programs supporting ssh tectia enterprise security solutions,1,"[1428, 2280, 41, 158, 27, 5, 422, 35, 6, 23, 1665, 20, 1, 4288, 4288, 2280, 158, 27, 5, 422, 35, 6, 1838, 813, 1618, 1723, 1428, 1856, 858, 325, 84, 0, 0, 0, 0]"
neutral,status agreed,1,"[1557, 294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,steek which was set up in is based in bordeaux southwestern france,1,"[1, 49, 32, 367, 55, 4, 11, 178, 4, 1, 4289, 785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,stockmann plc company announcement february at an annual summary of stockmann s stock exchange and financial press releases in is available on the company s website at the address wwwstockmanncom,1,"[443, 145, 13, 678, 245, 25, 34, 159, 1953, 3, 443, 10, 109, 156, 5, 67, 366, 4290, 4, 11, 272, 15, 2, 13, 10, 1152, 25, 2, 1413, 1, 0, 0, 0, 0, 0]"
neutral,stora enso a global paper packaging and wood products company and neste oil a finnish company engaged in the refining and marketing of oil have inaugurated the demonstration plant at varkaus finland for biomass to liquids production utilizing forestry residues,1,"[259, 281, 7, 158, 129, 472, 5, 744, 71, 13, 5, 459, 198, 7, 24, 13, 1652, 4, 2, 1476, 5, 422, 3, 198, 50, 2709, 2, 2850, 82, 25, 1, 33, 9, 2849, 6]"
neutral,stuk today is a full service house expert in radiation and nuclear safety issues,1,"[1, 62, 11, 7, 563, 85, 738, 2536, 4, 3155, 5, 1653, 955, 1606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,sullivan said some of the boards really involve a lot of work and people should get paid for their time,1,"[1, 22, 110, 3, 2, 1664, 3630, 2660, 7, 2394, 3, 412, 5, 166, 946, 1462, 639, 9, 96, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,suomen paikallissanomat oy is part of alma media group and it currently publishes local newspapers across finland,1,"[859, 1615, 106, 11, 118, 3, 350, 144, 35, 5, 26, 323, 1, 269, 1500, 1049, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,talvivaara is listed on the london stock exchange main market and nasdaq omx helsinki and is included in the ftse index,1,"[674, 11, 696, 15, 2, 659, 109, 156, 464, 51, 5, 652, 113, 58, 5, 11, 620, 4, 2, 1368, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,tecnotree s convergent charging solution includes functionality for prepaid and postpaid billing charging and rating of voice calls video calls and raw data traffic for both mobile and fixed networks,1,"[1390, 10, 1925, 846, 201, 196, 1551, 9, 1525, 5, 2539, 1654, 846, 5, 1445, 3, 967, 954, 623, 954, 5, 612, 164, 376, 9, 161, 68, 5, 595, 273, 0, 0, 0, 0, 0]"
neutral,telecom has a foreign investment limit of but it appears that mobile vas does not which means that tecnomen can pick up as much as,1,"[489, 18, 7, 1288, 92, 3120, 3, 591, 26, 3112, 29, 68, 2635, 983, 102, 49, 1301, 29, 1091, 141, 4104, 55, 21, 960, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,teleste bk optiflex amplifier products will be used in ongoing capacity upgrade of kdg s network to bidirectionality,1,"[436, 1, 1, 3156, 71, 12, 23, 343, 4, 2138, 222, 1202, 3, 1, 10, 180, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,teleste has some offices worldwide and is listed on the nordic exchange in helsinki,1,"[436, 18, 110, 852, 813, 5, 11, 696, 15, 2, 206, 156, 4, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,teleste was set up in and is divided into broadband cable networks and video networks business areas,1,"[436, 32, 367, 55, 4, 5, 11, 1877, 135, 645, 1521, 273, 5, 623, 273, 42, 427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the passenger ferry will have dimensions of m length overall m length between perpendiculars m breadth and m design draught,1,"[2, 840, 1423, 12, 50, 4292, 3, 36, 3144, 936, 36, 3144, 186, 1, 36, 1, 5, 36, 203, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the acquisition does not have to be from the frozen foods or fish sector as long as it has synergies with lnnen tehtaat s other businesses,1,"[2, 170, 983, 102, 50, 6, 23, 14, 2, 1924, 1690, 100, 1268, 240, 21, 535, 21, 26, 18, 2176, 19, 1179, 1180, 10, 83, 630, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the acquisition price was not disclosed,1,"[2, 170, 148, 32, 102, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the aforementioned shareholders have informed that they will propose to the annual general meeting that the number of members of the board of directors shall be five and that besides the present members of the board of directors also mr lassi noponen shall be elected to the board of directors,1,"[2, 4293, 289, 50, 1635, 29, 209, 12, 1076, 6, 2, 159, 315, 355, 29, 2, 155, 3, 463, 3, 2, 112, 3, 283, 1256, 23, 736, 5, 29, 1922, 2, 662, 463, 3, 2]"
neutral,the aim of the ceo s qa sessions is to give further clarity on information which has been made public already earlier,1,"[2, 510, 3, 2, 138, 10, 1, 1, 11, 6, 1054, 214, 3081, 15, 181, 49, 18, 57, 225, 524, 295, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the board of directors was authorized to decide on other terms of the share issue,1,"[2, 112, 3, 283, 32, 2899, 6, 3625, 15, 83, 387, 3, 2, 46, 328, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the bridge will be km long and is located between anasmotet by the road e and the new traffic junction in marieholm by the road e,1,"[2, 650, 12, 23, 1784, 535, 5, 11, 632, 186, 1, 20, 2, 1238, 490, 5, 2, 41, 376, 1, 4, 1, 20, 2, 1238, 490, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the buildings with about condominiums each will be built in or stages,1,"[2, 1646, 19, 60, 1, 828, 12, 23, 426, 4, 100, 1661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the business area has operations in finland sweden denmark estonia latvia and lithuania,1,"[2, 42, 162, 18, 63, 4, 33, 248, 1027, 440, 966, 5, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the buyer is real estate owner propertos oy but the companies have agreed not to disclose financial details of the deal,1,"[2, 1243, 11, 335, 351, 656, 1, 106, 591, 2, 78, 50, 294, 102, 6, 1069, 67, 539, 3, 2, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the capital structure of solidium may be complemented by other financial instruments in the future,1,"[2, 90, 683, 3, 1544, 179, 23, 1, 20, 83, 67, 2246, 4, 2, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the category was marked by maturity and the recession,1,"[2, 1626, 32, 3157, 20, 2540, 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the chain is to unite centres by the end of,1,"[2, 359, 11, 6, 1, 2140, 20, 2, 146, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company has some employees and an annual turnover of eur m vaahto group is listed on the nordic exchange in helsinki,1,"[2, 13, 18, 110, 139, 5, 34, 159, 298, 3, 8, 36, 686, 35, 11, 696, 15, 2, 206, 156, 4, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company is also seeking possibilities to relocate the luumaki personnel some people to other upm mills,1,"[2, 13, 11, 47, 4088, 1, 6, 2418, 2, 1, 296, 110, 166, 6, 83, 703, 981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company offers payroll services including payroll processing payroll tax administration and employee pay services including direct deposit check signing and readychex,1,"[2, 13, 589, 2147, 48, 157, 2147, 407, 2147, 1605, 661, 5, 1628, 708, 48, 157, 1312, 3926, 2090, 1764, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company operates its business through two reportable segments including banking and investment services and nonlife insurance,1,"[2, 13, 559, 16, 42, 183, 124, 1, 1211, 157, 868, 5, 92, 48, 5, 1669, 348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company s board of directors has proposed a dividend of eur per share for,1,"[2, 13, 10, 112, 3, 283, 18, 1081, 7, 374, 3, 8, 72, 46, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company s board of directors will propose a dividend of eur for at the annual general meeting,1,"[2, 13, 10, 112, 3, 283, 12, 1076, 7, 374, 3, 8, 9, 25, 2, 159, 315, 355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company s plant in russia will continue to make tyres for its near markets while the plant in nokia in finland will manufacture tyres for other markets,1,"[2, 13, 10, 82, 4, 123, 12, 312, 6, 322, 993, 9, 16, 834, 154, 152, 2, 82, 4, 65, 4, 33, 12, 796, 993, 9, 83, 154, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company s share is listed in the mid cap segment of the nasdaq omx helsinki,1,"[2, 13, 10, 46, 11, 696, 4, 2, 1254, 1001, 649, 3, 2, 652, 113, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company s share is quoted on nasdaq omx helsinki rautaruukki oyj rtrks,1,"[2, 13, 10, 46, 11, 1671, 15, 652, 113, 58, 585, 44, 1566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company s us subsidiary vaisala inc acquires aviation systems maintenance inc asmi a kansas us based airport service company with over million usd net sales in,1,"[2, 13, 10, 99, 213, 726, 277, 2172, 1921, 150, 352, 277, 1, 7, 3300, 99, 178, 2366, 85, 13, 19, 121, 28, 120, 30, 27, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
positive,the company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market,2,"[2, 13, 22, 29, 26, 18, 385, 6, 1, 2485, 16, 63, 4, 105, 6, 1356, 2, 1, 830, 15, 2, 68, 274, 1616, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company then said it will focus its resources on clinical research,1,"[2, 13, 1052, 22, 26, 12, 377, 16, 611, 15, 2027, 419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company turnover amounted to meur in,1,"[2, 13, 298, 307, 6, 1246, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company website is wwwahlstromcom,1,"[2, 13, 1152, 11, 3021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company will be part of teleste s video and broadband solutions business area,1,"[2, 13, 12, 23, 118, 3, 436, 10, 623, 5, 645, 84, 42, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company will publish its financial statement for on february,1,"[2, 13, 12, 1124, 16, 67, 835, 9, 15, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company will release its results on february,1,"[2, 13, 12, 207, 16, 360, 15, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the company will use the money for product development and research activities through in its key markets finland germany italy and france,1,"[2, 13, 12, 184, 2, 1226, 9, 191, 115, 5, 419, 529, 183, 4, 16, 548, 154, 33, 537, 1064, 5, 785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the continued operations mean the structure after the restructuring of the aspocomp group including aspocomp oulu and the headquarter operations,1,"[2, 629, 63, 4170, 2, 683, 125, 2, 664, 3, 2, 479, 35, 157, 479, 949, 5, 2, 1, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the contract covers turnkey deliveries to all five airports operated by the authority john f kennedy laguardia newark teterboro and stewart international,1,"[2, 64, 556, 2240, 567, 6, 107, 736, 3019, 3045, 20, 2, 1426, 1972, 4036, 1, 1, 1, 1, 5, 1, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the contract includes heating plant equipment and associated installation work,1,"[2, 64, 196, 970, 82, 130, 5, 1868, 725, 412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the contract involves refurbishing the bathrooms of units as well as replumbing their water and sewer pipes,1,"[2, 64, 2266, 1, 2, 1, 3, 244, 21, 93, 21, 4295, 96, 499, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the contracts comprise turnkey orders for roro systems for two rorocruise vessels under construction for viking line and tallink,1,"[2, 466, 1589, 2240, 266, 9, 4296, 150, 9, 124, 1, 1229, 151, 89, 9, 838, 172, 5, 1758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the cost of the deal could range from million to million euros depending on the financial results of the two companies in the statement says,1,"[2, 371, 3, 2, 142, 1203, 316, 14, 28, 6, 28, 175, 2541, 15, 2, 67, 360, 3, 2, 124, 78, 4, 2, 835, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the cranes would be installed onboard two freighters ordered by singaporean ship owner masterbulk,1,"[2, 959, 111, 23, 1331, 1, 124, 1, 1016, 20, 1, 968, 656, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the customers will have an access to integrated propeller and gear packages from one source,1,"[2, 98, 12, 50, 34, 681, 6, 1209, 1, 5, 1, 4067, 14, 116, 1274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the deal is subject to approval by the norwegian competition authorities,1,"[2, 142, 11, 1372, 6, 867, 20, 2, 892, 830, 1322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the deal means that ten persons in three countries will transfer to tieto,1,"[2, 142, 1301, 29, 1033, 749, 4, 310, 177, 12, 476, 6, 1240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the deal will have no significant effect on the acquiring company s equity ratio,1,"[2, 142, 12, 50, 204, 288, 693, 15, 2, 1021, 13, 10, 763, 1184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the deliveries are scheduled for the summer and autumn of,1,"[2, 567, 39, 536, 9, 2, 660, 5, 987, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the development of the technological park which will specialize in telecommunications and information technologies is part of the state program for the formation of technoparks for hitech sectors in russia,1,"[2, 115, 3, 2, 2288, 671, 49, 12, 1, 4, 668, 5, 181, 501, 11, 118, 3, 2, 608, 327, 9, 2, 3403, 3, 3828, 9, 1, 974, 4, 123, 0, 0, 0, 0, 0]"
neutral,the ecommerce site and flagship will be managed by marimekko north america retail llc a subsidiary established in the us last year,1,"[2, 1, 566, 5, 2914, 12, 23, 1046, 20, 594, 337, 362, 293, 1465, 7, 213, 569, 4, 2, 99, 127, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the final price will be specified by may the acquiring company said,1,"[2, 1261, 148, 12, 23, 2727, 20, 179, 2, 1021, 13, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the finlandbased company says it will move into an existing squarefoot facility in september,1,"[2, 809, 13, 249, 26, 12, 578, 135, 34, 532, 4297, 235, 4, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the finnish business delegation includes representatives from over companies that include nokia corp finnfund outokumpu oyj oko bank alteams oy and cargotec corp,1,"[2, 24, 42, 4298, 196, 3158, 14, 121, 78, 29, 227, 65, 267, 1, 597, 44, 1872, 74, 1, 106, 5, 450, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the finnish company is building a mtyear biodiesel plant in singapore,1,"[2, 24, 13, 11, 117, 7, 1, 1695, 82, 4, 2526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the firm s uk head office is in rugby road lutterworth,1,"[2, 382, 10, 494, 516, 221, 11, 4, 1, 1238, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the first group of customers to be trained will be paintshop owners and their assistants,1,"[2, 53, 35, 3, 98, 6, 23, 1, 12, 23, 1, 1770, 5, 96, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the first stage of the contract covers stores and cash registers,1,"[2, 53, 2066, 3, 2, 64, 556, 622, 5, 237, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the fish content of the nuggets is and the fish comes from canada and finland,1,"[2, 1268, 521, 3, 2, 1, 11, 5, 2, 1268, 1190, 14, 1585, 5, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the following information was released by comptel tomorrow the chairman of the federal communications commission is scheduled to deliver the national broadband plan to congress,1,"[2, 321, 181, 32, 1059, 20, 765, 2475, 2, 386, 3, 2, 1591, 299, 1164, 11, 536, 6, 447, 2, 758, 645, 398, 6, 2998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the front surfaces of these valve plates are directed towards each other,1,"[2, 1804, 2403, 3, 195, 1, 1, 39, 1048, 1442, 828, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the ground barleycorn has been fully produced in finland and will be available in stores as of the beginning of,1,"[2, 1458, 1, 18, 57, 869, 901, 4, 33, 5, 12, 23, 272, 4, 622, 21, 3, 2, 695, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the implementation of the deal is subject to the approval by the finnish competition authority,1,"[2, 1218, 3, 2, 142, 11, 1372, 6, 2, 867, 20, 2, 24, 830, 1426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the inaugural speech will be given by hannu kyrolainen finland s ambassador to the czech republic,1,"[2, 4299, 1, 12, 23, 778, 20, 1510, 1, 33, 10, 1, 6, 2, 853, 943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the increase range will vary up to,1,"[2, 94, 316, 12, 3159, 55, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the initial estimated total value was eur and the final award value was eur,1,"[2, 1366, 215, 66, 104, 32, 8, 5, 2, 1261, 2838, 104, 32, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the internal revenue service sees about percent of all taxpayers wait until the last two weeks to file with about million returns filed in april,1,"[2, 2118, 236, 85, 1431, 60, 69, 3, 107, 1, 4300, 1080, 2, 127, 124, 980, 6, 2119, 19, 60, 28, 1, 2379, 4, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the latest date for registration is on april,1,"[2, 729, 776, 9, 1473, 11, 15, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
negative,the layoffs will affect people out of the total okmetic employees in finland,0,"[2, 502, 12, 1623, 166, 217, 3, 2, 66, 530, 139, 4, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the line will run fully underground and will comprise stations which will be executed in two implementation stages,1,"[2, 172, 12, 1727, 869, 1420, 5, 12, 1589, 1484, 49, 12, 23, 3061, 4, 124, 1218, 1661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
negative,the majority of the company s personnel in finland is temporarily laid off from one to six weeks in the period from february to june period,0,"[2, 1131, 3, 2, 13, 10, 296, 4, 33, 11, 920, 1157, 324, 14, 116, 6, 527, 980, 4, 2, 43, 14, 245, 6, 318, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the mall will be financed on a parity basis by pearl plaza llc the joint venture company established by the chinese investor shanghai industrial investment holdings co ltd and srv group,1,"[2, 1532, 12, 23, 3160, 15, 7, 1, 937, 20, 1533, 2854, 1465, 2, 449, 665, 13, 569, 20, 2, 1299, 644, 1534, 238, 92, 711, 770, 174, 5, 1617, 35, 0, 0, 0, 0]"
neutral,the maximum amount of the capital loan will be eurm and the minimum subscription eur,1,"[2, 557, 406, 3, 2, 90, 825, 12, 23, 103, 5, 2, 1, 605, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the maximum number of new shares to be offered is million,1,"[2, 557, 155, 3, 41, 52, 6, 23, 1852, 11, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the measures taken will cause onetime costs during the final part of,1,"[2, 399, 998, 12, 2542, 3638, 345, 190, 2, 1261, 118, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the mill will have capacity to produce tonnes of pulp per year,1,"[2, 353, 12, 50, 222, 6, 1102, 482, 3, 410, 72, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the money will be spread mainly over and the company said,1,"[2, 1226, 12, 23, 2712, 727, 121, 5, 2, 13, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the natural source of isoprene is the tree species hevea brasiliensis also known as the rubber tree,1,"[2, 634, 1274, 3, 1, 11, 2, 4301, 1, 1, 1, 47, 1018, 21, 2, 1, 4301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the new activity will incur an investment of about meur,1,"[2, 41, 1062, 12, 3117, 34, 92, 3, 60, 1246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the new company will likely hold an ipo on the nyse or another international stock exchange according to altimo which manages the alfa group s telecommunications assets and teliasonera s agreement which has been published on the website of the us securities and exchange commission,1,"[2, 41, 13, 12, 1333, 1034, 34, 1, 15, 2, 810, 100, 651, 242, 109, 156, 76, 6, 2063, 49, 1639, 2, 2363, 35, 10, 668, 699, 5, 413, 10, 91, 49, 18, 57, 506]"
neutral,the new majority owners of aspocomp thailand co ltd are certain private persons belonging to immediate circle of aspocomp s present joint venture partner saha pathana interholding plc,1,"[2, 41, 1131, 1770, 3, 479, 1, 770, 174, 39, 1556, 705, 749, 1, 6, 1777, 1, 3, 479, 10, 662, 449, 665, 533, 1, 1, 1, 145, 0, 0, 0, 0, 0, 0, 0]"
neutral,the new organization consists of two business units charging messaging and finance administration,1,"[2, 41, 1134, 1119, 3, 124, 42, 244, 846, 1513, 5, 1232, 661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the new sepa cads will replace finnish bank cards,1,"[2, 41, 1, 1, 12, 3642, 24, 74, 2128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the order comprises all production lines for a plywood mill company said in a statement received by lesprom network,1,"[2, 105, 1657, 107, 70, 768, 9, 7, 1480, 353, 13, 22, 4, 7, 835, 469, 20, 4302, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
